Mag X,Mag Y,Mag Z,heading
40.5,228.0,334.5,83.09644608027497
40.5,229.5,322.5,82.84218698638419
40.5,232.5,330.0,83.00323364286567
45.0,222.0,331.5,82.26954466766331
48.0,226.5,328.5,81.68684466000055
49.5,234.0,333.0,81.54497232282256
46.5,232.5,328.5,81.94316586615345
46.5,231.0,328.5,81.94316586615345
52.5,231.0,327.0,80.87897400546801
46.5,228.0,330.0,81.97931020447162
42.0,232.5,325.5,82.64762064010765
48.0,226.5,328.5,81.68684466000055
42.0,228.0,333.0,82.81146285726335
40.5,226.5,327.0,82.93968806121235
49.5,229.5,330.0,81.46923439005187
48.0,226.5,327.0,81.64924746766859
46.5,,325.5,81.86989764584403
43.5,231.0,336.0,82.62327399305472
46.5,232.5,328.5,81.94316586615345
45.0,234.0,327.0,82.16447489351145
40.5,232.5,327.0,82.93968806121235
43.5,231.0,330.0,82.49066892618268
48.0,223.5,330.0,81.7241071729248
46.5,231.0,327.0,81.9066964715569
45.0,231.0,327.0,82.16447489351145
52.5,229.5,328.5,80.91992713597328
51.0,228.0,321.0,80.9723870492849
48.0,225.0,333.0,81.79764575537442
49.5,225.0,330.0,81.46923439005187
42.0,228.0,327.0,82.68098062440957
42.0,237.0,327.0,82.68098062440957
45.0,228.0,334.5,82.33804884502779
46.5,229.5,328.5,81.94316586615345
52.5,231.0,328.5,80.91992713597328
43.5,229.5,328.5,82.45677370960111
42.0,231.0,330.0,82.74680538727468
43.5,234.0,333.0,82.55755875734572
46.5,228.0,327.0,81.9066964715569
49.5,223.5,331.5,81.50727097188151
46.5,231.0,331.5,82.01513378474341
51.0,229.5,327.0,81.13537661158921
46.5,228.0,328.5,81.94316586615345
49.5,228.0,331.5,81.50727097188151
49.5,229.5,328.5,81.43085812016236
46.5,229.5,327.0,81.9066964715569
49.5,237.0,325.5,81.35306829204694
40.5,232.5,330.0,83.00323364286567
186.0,222.0,294.0,57.68038349181982
186.0,214.5,297.0,57.94262426579457
184.5,216.0,300.0,58.40848429895932
186.0,223.5,303.0,58.4558429789237
196.5,222.0,298.5,56.643431498761686
180.0,217.5,301.5,59.162168055312755
192.0,223.5,306.0,57.89374404488216
192.0,220.5,300.0,57.38075692880717
186.0,222.0,303.0,58.4558429789237
186.0,225.0,301.5,58.32892409938223
180.0,217.5,300.0,59.03624346792648
189.0,219.0,306.0,58.29857033049428
186.0,223.5,294.0,57.68038349181982
183.0,222.0,297.0,58.360218444764485
186.0,225.0,303.0,58.4558429789237
186.0,,300.0,58.20108717570559
184.5,,298.5,58.2801846921758
189.0,229.5,298.5,57.65940678501996
183.0,219.0,298.5,58.48898227581785
180.0,222.0,300.0,59.03624346792648
184.5,222.0,298.5,58.2801846921758
184.5,222.0,298.5,58.2801846921758
186.0,222.0,303.0,58.4558429789237
189.0,225.0,298.5,57.65940678501996
186.0,219.0,298.5,58.07232349768073
181.5,225.0,298.5,58.69871700708446
186.0,223.5,297.0,57.94262426579457
178.5,223.5,304.5,59.62087398863166
190.5,223.5,300.0,57.584452670141324
184.5,217.5,298.5,58.2801846921758
190.5,217.5,304.5,57.96925345602871
184.5,216.0,295.5,58.02076730562467
184.5,225.0,297.0,58.150948680944715
187.5,220.5,298.5,57.86539784205021
183.0,219.0,300.0,58.616808943640976
186.0,223.5,295.5,57.811980590554946
183.0,214.5,298.5,58.48898227581785
183.0,219.0,300.0,58.616808943640976
186.0,223.5,300.0,58.20108717570559
192.0,222.0,298.5,57.25022426667312
181.5,214.5,303.0,59.07797381707572
186.0,214.5,306.0,58.70696100407981
184.5,229.5,304.5,58.787852916326784
193.5,223.5,298.5,57.04703049120517
187.5,,297.0,57.73524427888936
184.5,220.5,303.0,58.662309679456804
181.5,216.0,295.5,58.441204837098624
186.0,220.5,301.5,58.32892409938223
274.5,211.5,193.5,35.180699361242105
274.5,220.5,196.5,35.59686762578731
276.0,217.5,201.0,36.06438615741825
276.0,213.0,193.5,35.03379618788402
276.0,214.5,195.0,35.242036558652195
279.0,208.5,196.5,35.15707780320757
277.5,,196.5,35.30261950246754
280.5,208.5,195.0,34.80653091290825
276.0,213.0,198.0,35.65532809790031
274.5,,195.0,35.38932033090653
274.5,213.0,201.0,36.21309649317615
274.5,213.0,199.5,36.008752722934
271.5,,198.0,36.10258933075433
274.5,214.5,196.5,35.59686762578731
274.5,211.5,196.5,35.59686762578731
274.5,211.5,207.0,37.01988625483148
282.0,211.5,196.5,34.86911202917545
279.0,214.5,201.0,35.77011375627228
273.0,207.0,195.0,35.53767779197438
277.5,210.0,198.0,35.508370490431616
280.5,216.0,196.5,35.01257842498646
276.0,208.5,201.0,36.06438615741825
280.5,208.5,195.0,34.80653091290825
268.5,217.5,195.0,35.989290453182356
273.0,210.0,202.5,36.56648064363154
268.5,,196.5,36.198291676792195
280.5,,210.0,36.82084305208247
273.0,213.0,196.5,35.745593134704144
270.0,201.0,193.5,35.62790729142092
277.5,207.0,201.0,35.91672830955151
271.5,210.0,195.0,35.687118714215615
276.0,217.5,199.5,35.86038486322763
274.5,216.0,201.0,36.21309649317615
279.0,,195.0,34.95065141187513
273.0,208.5,196.5,35.745593134704144
277.5,213.0,199.5,35.713072487503005
273.0,216.0,196.5,35.745593134704144
268.5,211.5,195.0,35.989290453182356
268.5,211.5,198.0,36.406182936712376
277.5,213.0,196.5,35.30261950246754
276.0,208.5,196.5,35.44921294279824
274.5,210.0,196.5,35.59686762578731
271.5,210.0,198.0,36.10258933075433
276.0,,201.0,36.06438615741825
270.0,217.5,196.5,36.046295372365854
279.0,217.5,201.0,35.77011375627228
268.5,219.0,198.0,36.406182936712376
274.5,210.0,202.5,36.41637851988605
279.0,213.0,204.0,36.17362904577208
274.5,213.0,198.0,35.8033441083711
273.0,213.0,196.5,35.745593134704144
276.0,216.0,196.5,35.44921294279824
277.5,208.5,196.5,35.30261950246754
277.5,207.0,196.5,35.30261950246754
276.0,213.0,195.0,35.242036558652195
279.0,214.5,195.0,34.95065141187513
273.0,,193.5,35.32867900212013
274.5,213.0,198.0,35.8033441083711
274.5,211.5,195.0,35.38932033090653
271.5,207.0,198.0,36.10258933075433
273.0,220.5,195.0,35.53767779197438
276.0,222.0,196.5,35.44921294279824
277.5,216.0,202.5,36.119340849479755
276.0,208.5,196.5,35.44921294279824
274.5,213.0,196.5,35.59686762578731
279.0,211.5,198.0,35.36246188706905
274.5,216.0,201.0,36.21309649317615
270.0,214.5,198.0,36.25383773744479
276.0,213.0,196.5,35.44921294279824
270.0,213.0,196.5,36.046295372365854
276.0,208.5,195.0,35.242036558652195
280.5,211.5,195.0,34.80653091290825
277.5,214.5,199.5,35.713072487503005
277.5,,193.5,34.88795968908738
270.0,205.5,199.5,36.46028332317998
276.0,,196.5,35.44921294279824
274.5,216.0,201.0,36.21309649317615
274.5,214.5,198.0,35.8033441083711
274.5,208.5,193.5,35.180699361242105
277.5,217.5,193.5,34.88795968908738
276.0,219.0,195.0,35.242036558652195
45.0,223.5,330.0,82.23483398157467
49.5,228.0,331.5,81.50727097188151
51.0,234.0,330.0,81.2147012821154
49.5,232.5,325.5,81.35306829204694
51.0,238.5,330.0,81.2147012821154
48.0,229.5,330.0,81.7241071729248
70.5,231.0,327.0,77.83346622453432
81.0,223.5,325.5,76.02589943559455
108.0,226.5,328.5,71.8008349469546
111.0,,328.5,71.32991249918173
138.0,229.5,318.0,66.54097591853844
150.0,222.0,315.0,64.5366549381284
162.0,223.5,315.0,62.78388844269253
174.0,228.0,307.5,60.49648970071963
187.5,222.0,300.0,57.9946167919165
193.5,222.0,291.0,56.37814170312252
204.0,222.0,294.0,55.24408744645863
195.0,219.0,294.0,56.44506377892101
199.5,220.5,291.0,55.56675060096611
199.5,217.5,292.5,55.70400674927797
196.5,,288.0,55.694607664084096
192.0,220.5,294.0,56.853004167744004
202.5,,292.5,55.30484646876604
219.0,216.0,276.0,51.568764121821125
229.5,,264.0,48.998973843946814
238.5,219.0,261.0,47.57914750028342
249.0,,237.0,43.58557678859785
262.5,213.0,228.0,40.976647680966664
264.0,217.5,220.5,39.86955295234004
268.5,216.0,214.5,38.62075183238686
268.5,217.5,211.5,38.227840033886444
270.0,207.0,211.5,38.07278187399084
268.5,211.5,207.0,37.63041642297489
264.0,211.5,210.0,38.50065372034543
273.0,214.5,213.0,37.962059236815335
268.5,208.5,213.0,38.42483029802597
273.0,208.5,208.5,37.37028474463625
277.5,214.5,207.0,36.7209488145402
268.5,210.0,205.5,37.429111099165716
277.5,213.0,181.5,33.186855299862835
289.5,205.5,163.5,29.456320773298554
286.5,211.5,144.0,26.6849166497244
291.0,,124.5,23.16293664176421
292.5,210.0,114.0,21.29303081811213
294.0,210.0,103.5,19.394149269769464
289.5,207.0,73.5,14.245605920441387
300.0,210.0,39.0,7.406912128495229
292.5,204.0,28.5,5.565098834911646
291.0,204.0,24.0,4.714754518704946
285.0,207.0,-7.5,-1.507435758774968
280.5,204.0,-6.0,-1.2253913023741119
280.5,199.5,-12.0,-2.449662620127043
277.5,204.0,-10.5,-2.1669146831866515
271.5,201.0,-7.5,-1.5823539226186096
283.5,199.5,-10.5,-2.1210963966614536
277.5,205.5,-12.0,-2.4761126737087125
270.0,,-22.5,-4.763641690726178
261.0,204.0,-48.0,-10.420712396794508
256.5,199.5,-63.0,-13.799485396019369
246.0,207.0,-84.0,-18.85315876441911
246.0,205.5,-99.0,-21.921778593959143
228.0,204.0,-115.5,-26.865813661321482
216.0,204.0,-135.0,-32.005383208083494
201.0,205.5,-147.0,-36.17962044797895
207.0,204.0,-147.0,-35.38027220030115
201.0,204.0,-154.5,-37.547922556595324
193.5,199.5,-159.0,-39.4101310401722
193.5,202.5,-163.5,-40.196514240930924
135.0,205.5,-214.5,-57.81489410810922
111.0,207.0,-226.5,-63.89208629959137
87.0,204.0,-241.5,-70.18852285845301
61.5,210.0,-250.5,-76.20619138782347
28.5,211.5,-262.5,-83.80358657089567
40.5,,-261.0,-81.17962044797895
37.5,,-255.0,-81.63411387596742
37.5,,-265.5,-81.96055544916335
10.5,210.0,-271.5,-87.78524487268078
-1.5,213.0,-271.5,-90.31654804727302
-22.5,217.5,-270.0,-94.76364169072617
-45.0,,-277.5,-99.21102654081668
-66.0,214.5,-276.0,-103.44861505168652
-84.0,217.5,-270.0,-107.28149837181665
-96.0,214.5,-261.0,-110.19433424518398
-105.0,213.0,-265.5,-111.57781733547306
-139.5,211.5,-258.0,-118.39998632060852
-136.5,217.5,-258.0,-117.88196358287125
-139.5,214.5,-255.0,-118.68125342670145
-139.5,217.5,-252.0,-118.96766064606402
-139.5,223.5,-247.5,-119.40718906073367
-154.5,216.0,-250.5,-121.66489365895409
-174.0,229.5,-228.0,-127.3493490446406
-196.5,229.5,-208.5,-133.3028438103997
-210.0,,-195.0,-137.12109639666144
-213.0,228.0,-190.5,-138.19162665655426
-207.0,232.5,-196.5,-136.49063183526232
-220.5,226.5,-193.5,-138.73139699916047
-220.5,226.5,-174.0,-141.72247651183451
-241.5,226.5,-142.5,-149.45675540005485
-250.5,234.0,-124.5,-153.57234851040732
-253.5,229.5,-103.5,-157.79059084178502
-256.5,234.0,-76.5,-163.393019421383
-256.5,237.0,-52.5,-168.4325601384009
-262.5,237.0,-19.5,-175.75154547063872
-256.5,241.5,13.5,176.98721249581666
-252.0,240.0,49.5,168.8869594640517
-246.0,232.5,61.5,165.96375653207352
-255.0,244.5,66.0,165.48894049983093
-244.5,237.0,67.5,164.56657550477715
-249.0,234.0,66.0,165.1545479179162
-243.0,244.5,76.5,162.52522574374433
-234.0,240.0,106.5,155.52837946629512
-211.5,238.5,148.5,144.9262455066517
-201.0,240.0,172.5,139.36351139166192
-181.5,232.5,199.5,132.29512401426436
-160.5,,222.0,125.86591227603765
-129.0,234.0,247.5,117.52907187245664
-115.5,237.0,261.0,113.87076688722189
-90.0,234.0,285.0,107.52556837372288
-64.5,235.5,294.0,102.37395462805402
-42.0,,,
-6.0,231.0,316.5,91.0860458260064
12.0,237.0,324.0,87.87890360333854
40.5,234.0,328.5,82.97160376105039
75.0,226.5,327.0,77.08218715606606
70.5,232.5,330.0,77.94081931053815
84.0,231.0,324.0,75.46554491945989
93.0,225.0,330.0,74.26119856255055
85.5,225.0,328.5,75.41108126712537
87.0,228.0,328.5,75.16632929430142
87.0,228.0,331.5,75.29472794387
90.0,223.5,322.5,74.40718906073366
84.0,232.5,328.5,75.6563786895679
84.0,,334.5,75.90331796850619
